SID	DID	Source	Destination	Passengers	Seats	Flights	Distance	Date	SPopulation	DPopulation
SJT	RNO	San Angelo, TX	Reno, NV	225	295	2	1220	2004	106512	385049
BPT	RNO	Beaumont, TX	Reno, NV	359	422	3	1599	2004	380324	385049
GEG	RNO	Spokane, WA	Reno, NV	489	800	8	572	2004	435011	385049
JAN	RNO	Jackson, MS	Reno, NV	248	260	2	1729	2004	515995	385049
GYY	RNO	Gary, IN	Reno, NV	122	164	1	1699	2004	9332090	385049
EWR	RNO	Newark, NJ	Reno, NV	258	279	2	2390	2004	18747431	385049
PUB	RNO	Pueblo, CO	Reno, NV	212	295	2	826	2004	148578	385049
EUG	RNO	Eugene, OR	Reno, NV	150	180	2	365	2004	331876	385049
SLC	RNO	Salt Lake City, UT	Reno, NV	159587	240223	3142	422	2005	1044845	394881
COS	RNO	Colorado Springs, CO	Reno, NV	0	0	1	809	2005	588385	394881
SFO	RNO	San Francisco, CA	Reno, NV	113252	155884	2606	192	2005	8299214	394881
MSP	RNO	Minneapolis, MN	Reno, NV	69799	85246	613	1406	2005	3132772	394881
SAT	RNO	San Antonio, TX	Reno, NV	713	850	6	1391	2005	1878120	394881
ABQ	RNO	Albuquerque, NM	Reno, NV	698	854	6	787	2005	798722	394881
SBN	RNO	South Bend, IN	Reno, NV	136	150	1	1755	2005	315730	394881
ABI	RNO	Abilene, TX	Reno, NV	297	300	2	1224	2005	158713	394881
DSM	RNO	Des Moines, IA	Reno, NV	1244	1380	10	1377	2005	522760	394881
CVG	RNO	Cincinnati, OH	Reno, NV	82	130	1	1870	2005	2102422	394881
BNA	RNO	Nashville, TN	Reno, NV	117	130	1	1815	2005	1450538	394881
AUS	RNO	Austin, TX	Reno, NV	120	130	1	1405	2005	1464309	394881
TPA	RNO	Tampa, FL	Reno, NV	80	150	1	2267	2005	2638814	394881
EWR	RNO	Newark, NJ	Reno, NV	1137	1550	12	2390	2005	18798114	394881
PDX	RNO	Portland, OR	Reno, NV	128417	186647	1364	444	2005	2084053	394881
MEM	RNO	Memphis, TN	Reno, NV	310	430	548	1662	2005	1261429	394881
LWS	RNO	Lewiston, ID	Reno, NV	122	150	1	495	2006	59641	402383
GEG	RNO	Spokane, WA	Reno, NV	432	450	3	572	2006	447211	402383
ATL	RNO	Atlanta, GA	Reno, NV	54287	69055	365	1993	2006	5119641	402383
DTW	RNO	Detroit, MI	Reno, NV	397	450	3	1903	2006	8969084	402383
BFL	RNO	Bakersfield, CA	Reno, NV	327	450	3	283	2006	768209	402383
MSP	RNO	Minneapolis, MN	Reno, NV	1365	1741	13	1406	2006	3167666	402383
GRB	RNO	Green Bay, WI	Reno, NV	306	312	2	1654	2006	298302	402383
BNA	RNO	Nashville, TN	Reno, NV	118	137	1	1815	2006	1489156	402383
STL	RNO	St. Louis, MO	Reno, NV	504	600	4	1574	2006	2791682	402383
DAL	RNO	Dallas, TX	Reno, NV	128	150	1	1356	2006	11998822	402383
OMA	RNO	Omaha, NE	Reno, NV	358	600	53	1262	2006	820051	402383
EKO	RNO	Elko, NV	Reno, NV	1777	4042	213	230	2006	47170	402383
OMA	RNO	Omaha, NE	Reno, NV	272	300	52	1262	2007	829183	410616
AUS	RNO	Austin, TX	Reno, NV	144	150	1	1405	2007	1594525	410616
FAT	RNO	Fresno, CA	Reno, NV	696	750	5	188	2007	889888	410616
LBB	RNO	Lubbock, TX	Reno, NV	576	600	4	1074	2007	269144	410616
SAN	RNO	San Diego, CA	Reno, NV	62822	79572	582	488	2007	2975656	410616
CHA	RNO	Chattanooga, TN	Reno, NV	130	150	1	1918	2007	515810	410616
SAT	RNO	San Antonio, TX	Reno, NV	422	450	3	1391	2007	1984766	410616
MSP	RNO	Minneapolis, MN	Reno, NV	462	502	5	1406	2007	3204196	410616
BWI	RNO	Baltimore, MD	Reno, NV	25	137	1	2286	2007	2669702	410616
CLT	RNO	Charlotte, NC	Reno, NV	146	150	1	2141	2007	1650974	410616
JFK	RNO	New York, NY	Reno, NV	0	268	1	2411	2007	37802334	410616
ANC	RNO	Anchorage, AK	Reno, NV	91	186	1	1973	2008	365790	416657
BWI	RNO	Baltimore, MD	Reno, NV	118	120	1	2286	2008	2677712	416657
MEM	RNO	Memphis, TN	Reno, NV	276	410	563	1662	2008	1298529	416657
MLU	RNO	Monroe, LA	Reno, NV	253	286	2	1619	2008	172981	416657
SPS	RNO	Wichita Falls, TX	Reno, NV	378	410	3	1237	2008	147607	416657
SAT	RNO	San Antonio, TX	Reno, NV	516	540	4	1391	2008	2030691	416657
SGF	RNO	Springfield, MO	Reno, NV	261	280	2	1436	2008	426125	416657
XNA	RNO	Fayetteville, AR	Reno, NV	86	150	1	1404	2008	455408	416657
SMF	RNO	Sacramento, CA	Reno, NV	1070	1837	27	113	2008	2101138	416657
ABQ	RNO	Albuquerque, NM	Reno, NV	596	862	6	787	2008	846582	416657
MKE	RNO	Milwaukee, WI	Reno, NV	239	260	2	1667	2008	1550451	416657
SAN	RNO	San Diego, CA	Reno, NV	66125	99618	728	488	2009	3053793	419261
EUG	RNO	Eugene, OR	Reno, NV	149	216	2	365	2009	351109	419261
DAL	RNO	Dallas, TX	Reno, NV	658	808	6	1356	2009	12895230	419261
TYS	RNO	Knoxville, TN	Reno, NV	103	130	1	1965	2009	699247	419261
PHX	RNO	Phoenix, AZ	Reno, NV	222947	292397	2325	601	2009	4364094	419261
ORD	RNO	Chicago, IL	Reno, NV	53429	61792	360	1671	2009	19161134	419261
SMF	RNO	Sacramento, CA	Reno, NV	1801	2824	23	113	2009	2127355	419261
YIP	RMG	Detroit, MI	Rome, GA	0	0	1	551	2004	8996622	93864
DFW	ACT	Dallas, TX	Waco, TX	1050	1702	83	89	1992	8314270	191924
LCH	ACT	Lake Charles, LA	Waco, TX	6	30	1	259	1993	180872	193719
CLL	ACT	College Station, TX	Waco, TX	14	30	2	87	1994	160451	197326
LAW	ACT	Lawton, OK	Waco, TX	12	15	1	215	1994	113272	197326
RIC	ACT	Richmond, VA	Waco, TX	29	139	1	1203	1994	1003460	197326
ABQ	ACT	Albuquerque, NM	Waco, TX	239	248	2	591	1995	671859	198780
ATL	ACT	Atlanta, GA	Waco, TX	80	136	1	759	1995	3548667	198780
EKO	ACT	Elko, NV	Waco, TX	292	381	3	1212	1996	45034	201104
SHV	ACT	Shreveport, LA	Waco, TX	57	64	1	208	1996	361277	201104
HOU	ACT	Houston, TX	Waco, TX	180	284	5	178	1996	4268132	201104
BPT	ACT	Beaumont, TX	Waco, TX	83	136	4	222	1996	373869	201104
OAK	ACT	Oakland, CA	Waco, TX	69	139	1	1479	1997	3942896	202385
SJT	ACT	San Angelo, TX	Waco, TX	25	34	1	194	1997	103982	202385
LFT	ACT	Lafayette, LA	Waco, TX	42	46	1	326	1997	230984	202385
TUL	ACT	Tulsa, OK	Waco, TX	20	64	1	325	1998	831724	203214
MEM	ACT	Memphis, TN	Waco, TX	41	68	2	482	1998	1156598	203214
FYV	ACT	Fayetteville, AR	Waco, TX	25	30	1	350	1998	312116	203214
BTR	ACT	Baton Rouge, LA	Waco, TX	91	102	3	368	1998	673407	203214
SHV	ACT	Shreveport, LA	Waco, TX	30	34	1	208	1998	359802	203214
CRP	ACT	Corpus Christi, TX	Waco, TX	41	64	1	265	1998	409279	203214
PHL	ACT	Philadelphia, PA	Waco, TX	87	150	1	1355	1998	11020546	203214
ILE	ACT	Killeen, TX	Waco, TX	293	1029	53	45	1999	314016	204244
MAF	ACT	Midland, TX	Waco, TX	80	102	3	294	1999	118490	204244
ICT	ACT	Wichita, KS	Waco, TX	104	137	2	416	2000	572045	214093
GGG	ACT	Longview, TX	Waco, TX	31	34	1	157	2000	194010	214093
TYS	ACT	Knoxville, TN	Waco, TX	111	244	3	815	2000	617573	214093
DFW	ACT	Dallas, TX	Waco, TX	49518	90200	2652	89	2000	10392376	214093
IND	ACT	Indianapolis, IN	Waco, TX	26	50	1	831	2001	1556076	215561
MKE	ACT	Milwaukee, WI	Waco, TX	48	50	1	934	2001	1511299	215561
MAF	ACT	Midland, TX	Waco, TX	24	34	1	294	2001	115779	215561
RDU	ACT	Raleigh, NC	Waco, TX	0	104	1	1100	2001	835602	215561
SLC	ACT	Salt Lake City, UT	Waco, TX	355	366	3	1036	2002	1001874	217272
CRP	ACT	Corpus Christi, TX	Waco, TX	72	100	2	265	2002	402858	217272
SPS	ACT	Wichita Falls, TX	Waco, TX	25	30	1	180	2002	150331	217272
LBB	ACT	Lubbock, TX	Waco, TX	165	203	2	303	2002	255764	217272
AFW	ACT	Dallas, TX	Waco, TX	0	173	1	95	2002	10953156	217272
TUL	ACT	Tulsa, OK	Waco, TX	232	346	2	325	2002	874815	217272
SHV	ACT	Shreveport, LA	Waco, TX	0	0	1	208	2003	376825	219485
LAX	ACT	Los Angeles, CA	Waco, TX	43	59	1	1241	2003	25434866	219485
IAH	ACT	Houston, TX	Waco, TX	7685	15050	501	159	2003	5084017	219485
LBB	ACT	Lubbock, TX	Waco, TX	188	225	3	303	2003	259146	219485
JAN	ACT	Jackson, MS	Waco, TX	74	94	2	423	2004	515995	222335
EWR	ACT	Newark, NJ	Waco, TX	51	116	1	1427	2004	18747431	222335
MSY	ACT	New Orleans, LA	Waco, TX	128	129	1	430	2004	1314721	222335
IND	ACT	Indianapolis, IN	Waco, TX	0	175	1	831	2004	1622935	222335
CLL	ACT	College Station, TX	Waco, TX	30	68	2	87	2004	193760	222335
PIT	ACT	Pittsburgh, PA	Waco, TX	129	179	2	1128	2004	2387819	222335
STL	ACT	St. Louis, MO	Waco, TX	82	223	2	627	2004	2759153	222335
FSM	ACT	Fort Smith, AR	Waco, TX	39	44	1	305	2004	280135	222335
BHM	ACT	Birmingham, AL	Waco, TX	160	173	1	625	2004	1081705	222335
IAH	ACT	Houston, TX	Waco, TX	13438	36524	1181	159	2004	5190444	222335
MDW	ACT	Chicago, IL	Waco, TX	104	129	1	876	2004	18664180	222335
SFB	ACT	Orlando, FL	Waco, TX	170	173	1	975	2005	1939766	223819
XNA	ACT	Fayetteville, AR	Waco, TX	0	50	1	363	2005	413777	223819
GRK	ACT	Killeen, TX	Waco, TX	64	102	3	52	2006	358547	225559
IAH	ACT	Houston, TX	Waco, TX	19642	41378	1214	159	2006	5484883	225559
MLU	ACT	Monroe, LA	Waco, TX	23	34	1	311	2006	172859	225559
SWO	ACT	Stillwater, OK	Waco, TX	168	173	1	314	2006	79741	225559
BTR	ACT	Baton Rouge, LA	Waco, TX	136	182	4	368	2006	764799	225559
MHK	ACT	Manhattan, KS	Waco, TX	186	223	2	520	2007	118416	228241
YIP	ACT	Detroit, MI	Waco, TX	28	50	1	1052	2007	8913164	228241
JAX	ACT	Jacksonville, FL	Waco, TX	135	136	1	924	2007	1301097	228241
LBB	ACT	Lubbock, TX	Waco, TX	255	331	5	303	2007	269144	228241
CAE	ACT	Columbia, SC	Waco, TX	42	50	1	950	2007	719622	228241
COU	ACT	Columbia, MO	Waco, TX	38	50	1	571	2007	162132	228241
MIA	ACT	Miami, FL	Waco, TX	0	68	1	1102	2007	10930366	228241
BTR	ACT	Baton Rouge, LA	Waco, TX	82	94	2	368	2007	772041	228241
XNA	ACT	Fayetteville, AR	Waco, TX	0	173	1	363	2007	444133	228241
IAD	ACT	Washington, DC	Waco, TX	131	200	2	1223	2008	10755872	230849
HSV	ACT	Huntsville, AL	Waco, TX	39	50	1	641	2008	397228	230849
LEX	ACT	Lexington, KY	Waco, TX	0	0	1	842	2008	464042	230849
CLE	ACT	Cleveland, OH	Waco, TX	98	100	2	1088	2008	2094051	230849
SAV	ACT	Savannah, GA	Waco, TX	43	50	1	942	2008	334562	230849
BWI	YUM	Baltimore, MD	Yuma, AZ	94	131	1	2158	1990	2389165	107656
PHX	YUM	Phoenix, AZ	Yuma, AZ	32139	69049	1703	160	1990	2245805	107656
EKO	YUM	Elko, NV	Yuma, AZ	410	496	4	567	1993	40259	118954
MSP	YUM	Minneapolis, MN	Yuma, AZ	72	150	1	1423	1997	2795024	129070
ABQ	YUM	Albuquerque, NM	Yuma, AZ	74	132	1	488	1997	687931	129070
OKC	YUM	Oklahoma City, OK	Yuma, AZ	48	170	1	993	2001	1107695	163167
ADS	YUM	Dallas, TX	Yuma, AZ	0	0	1	1033	2002	10953156	166071
SFO	YUM	San Francisco, CA	Yuma, AZ	0	0	1	557	2004	8287044	174000
HII	YUM	Lake Havasu City, AZ	Yuma, AZ	0	0	8	133	2004	178313	174000
FWA	YUM	Fort Wayne, IN	Yuma, AZ	0	0	1	1719	2004	400163	174000
MSY	YUM	New Orleans, LA	Yuma, AZ	56	120	1	1449	2004	1314721	174000
PHX	YUM	Phoenix, AZ	Yuma, AZ	41041	68700	2660	160	2005	3884588	180194
OKC	YUM	Oklahoma City, OK	Yuma, AZ	0	240	2	993	2006	1174737	185267
ICT	YUM	Wichita, KS	Yuma, AZ	0	0	1	1030	2006	588228	185267
COS	YUM	Colorado Springs, CO	Yuma, AZ	0	0	1	699	2007	607267	189181
SLC	YUM	Salt Lake City, UT	Yuma, AZ	1187	1450	29	580	2007	1092594	189181
HNL	YUM	Honolulu, HI	Yuma, AZ	0	0	1	2762	2008	902745	193299
FWH	YUM	Dallas, TX	Yuma, AZ	80	120	1	999	2009	12895230	196972
SFO	CAK	San Francisco, CA	Akron, OH	116	128	1	2187	1990	7436126	658558
PIT	CAK	Pittsburgh, PA	Akron, OH	35	97	1	70	1990	2468674	658558
DSM	CAK	Des Moines, IA	Akron, OH	74	142	1	637	1990	417892	658558
LAX	CAK	Los Angeles, CA	Akron, OH	349	402	3	2073	1990	22585772	658558
ATL	CAK	Atlanta, GA	Akron, OH	48549	82549	825	528	1990	3087755	658558
CLE	CAK	Cleveland, OH	Akron, OH	2274	11949	391	40	1991	2113056	663958
ISO	CAK	Kinston, NC	Akron, OH	98	100	1	438	1991	57559	663958
SBN	CAK	South Bend, IN	Akron, OH	34	64	1	259	1992	299128	668896
ORD	CAK	Chicago, IL	Akron, OH	98446	224908	2025	344	1992	16720340	668896
BFF	CAK	Scottsbluff, NE	Akron, OH	116	124	1	1150	1994	37508	676549
DCA	CAK	Washington, DC	Akron, OH	52	68	1	274	1994	8673930	676549
DFW	CAK	Dallas, TX	Akron, OH	83	97	1	1023	1994	8613622	676549
CLE	CAK	Cleveland, OH	Akron, OH	56	244	2	40	1994	2130716	676549
RAP	CAK	Rapid City, SD	Akron, OH	118	124	1	1122	1994	109100	676549
BDL	CAK	Hartford, CT	Akron, OH	95	126	1	460	1995	1108575	680297
DCA	CAK	Washington, DC	Akron, OH	74	100	1	274	1995	8757652	680297
PHL	CAK	Philadelphia, PA	Akron, OH	61	98	1	335	1995	11004980	680297
LGA	CAK	New York, NY	Akron, OH	121	128	1	396	1995	34261384	680297
IND	CAK	Indianapolis, IN	Akron, OH	58	141	1	269	1996	1406510	685074
ALB	CAK	Albany, NY	Akron, OH	29	30	1	414	1996	825245	685074
FNT	CAK	Flint, MI	Akron, OH	19	19	1	185	1997	435312	686918
ABE	CAK	Allentown, PA	Akron, OH	7	19	1	315	1997	712594	686918
BUF	CAK	Buffalo, NY	Akron, OH	31	138	2	198	1998	1151490	687989
ERI	CAK	Erie, PA	Akron, OH	0	115	1	104	1999	276993	689435
RIC	CAK	Richmond, VA	Akron, OH	12	19	1	323	1999	1058930	689435
AVP	CAK	Scranton, PA	Akron, OH	11	19	1	300	1999	547818	689435
CVG	CAK	Cincinnati, OH	Akron, OH	8	19	1	214	1999	1991593	689435
FWA	CAK	Fort Wayne, IN	Akron, OH	43	102	3	196	1999	374092	689435
YNG	CAK	Youngstown, OH	Akron, OH	16515	60952	1243	47	1999	599394	689435
PDK	CAK	Atlanta, GA	Akron, OH	0	0	1	510	2000	4281905	695971
IAH	CAK	Houston, TX	Akron, OH	84	126	1	1085	2000	4739414	695971
BWI	CAK	Baltimore, MD	Akron, OH	73	100	1	280	2000	2557501	695971
CMH	CAK	Columbus, OH	Akron, OH	84	116	2	99	2000	1619514	695971
ICT	CAK	Wichita, KS	Akron, OH	121	124	1	885	2000	572045	695971
BTV	CAK	Burlington, VT	Akron, OH	51	126	1	488	2000	199590	695971
SBN	CAK	South Bend, IN	Akron, OH	39	100	1	259	2000	316977	695971
DFW	CAK	Dallas, TX	Akron, OH	56	176	1	1023	2001	10709246	698288
BWI	CAK	Baltimore, MD	Akron, OH	39	118	1	280	2001	2577904	698288
MSN	CAK	Madison, WI	Akron, OH	28	50	1	434	2002	519570	699606
ROA	CAK	Roanoke, VA	Akron, OH	116	122	1	260	2002	288858	699606
ORD	CAK	Chicago, IL	Akron, OH	9723	13600	273	344	2002	18490270	699606
ITH	CAK	Ithaca, NY	Akron, OH	50	50	1	280	2002	98393	699606
EWR	CAK	Newark, NJ	Akron, OH	0	183	1	381	2002	18590085	699606
ACY	CAK	Atlantic City, NJ	Akron, OH	920	1620	13	377	2002	258169	699606
PIT	CAK	Pittsburgh, PA	Akron, OH	17419	28129	805	70	2002	2408973	699606
CVG	CAK	Cincinnati, OH	Akron, OH	62100	89820	1734	214	2002	2050030	699606
BDL	CAK	Hartford, CT	Akron, OH	244	297	2	460	2003	1173575	700286
ROA	CAK	Roanoke, VA	Akron, OH	7	37	1	260	2003	289522	700286
YIP	CAK	Detroit, MI	Akron, OH	0	0	8	142	2003	8985512	700286
DAY	CAK	Dayton, OH	Akron, OH	14	32	1	162	2003	845508	700286
MEM	CAK	Memphis, TN	Akron, OH	891	976	8	617	2004	1249048	700587
PIT	CAK	Pittsburgh, PA	Akron, OH	37601	64319	1835	70	2004	2387819	700587
LAS	CAK	Las Vegas, NV	Akron, OH	10477	14796	108	1846	2005	1708846	700649
PHL	CAK	Philadelphia, PA	Akron, OH	18300	46650	933	335	2005	11701242	700649
SLC	CAK	Salt Lake City, UT	Akron, OH	526	608	5	1591	2005	1044845	700649
MCO	CAK	Orlando, FL	Akron, OH	35600	43438	381	860	2005	1939766	700649
EWR	CAK	Newark, NJ	Akron, OH	0	120	1	381	2005	18798114	700649
TPA	CAK	Tampa, FL	Akron, OH	32222	42608	364	894	2006	2684639	700013
ERI	CAK	Erie, PA	Akron, OH	1	122	1	104	2006	279929	700013
BOS	CAK	Boston, MA	Akron, OH	49658	84123	719	549	2006	8946954	700013
TYS	CAK	Knoxville, TN	Akron, OH	0	122	1	378	2006	671227	700013
MCO	CAK	Orlando, FL	Akron, OH	47244	60766	727	860	2006	1999994	700013
MKE	CAK	Milwaukee, WI	Akron, OH	18	50	1	361	2007	1544818	700559
IAD	CAK	Washington, DC	Akron, OH	131	150	3	252	2007	10626066	700559
IAD	CAK	Washington, DC	Akron, OH	0	182	1	252	2008	10755872	699954
BUF	CAK	Buffalo, NY	Akron, OH	0	120	1	198	2008	1124055	699954
AGS	CAK	Augusta, GA	Akron, OH	0	50	1	521	2008	534612	699954
ORD	CAK	Chicago, IL	Akron, OH	37025	48576	968	344	2008	19031272	699954
BDL	CAK	Hartford, CT	Akron, OH	47	50	1	460	2008	1191170	699954
BUF	CAK	Buffalo, NY	Akron, OH	0	295	2	198	2009	1123804	699935
YNG	CAK	Youngstown, OH	Akron, OH	1	122	1	47	2009	562963	699935
TPA	CAK	Tampa, FL	Akron, OH	38792	42757	361	894	2009	2747272	699935
JFK	CAK	New York, NY	Akron, OH	0	50	1	402	2009	38139592	699935
GSP	CAK	Greenville, SC	Akron, OH	0	174	1	417	2009	639617	699935
PIT	CAK	Pittsburgh, PA	Akron, OH	78	398	4	70	2009	2354957	699935
FCA	BTM	Kalispell, MT	Butte, MT	6592	15376	847	183	1992	62798	34211
HLN	BTM	Helena, MT	Butte, MT	4715	15840	880	51	1992	57820	34211
GEG	BTM	Spokane, WA	Butte, MT	10013	18306	1017	265	1995	401315	34564
HLN	BTM	Helena, MT	Butte, MT	7243	22680	1260	51	1996	62925	34525
HLN	BTM	Helena, MT	Butte, MT	4300	14315	638	51	1997	63122	34371
SEA	BTM	Seattle, WA	Butte, MT	1504	2917	79	477	1997	5727624	34371
HLN	BTM	Helena, MT	Butte, MT	5663	18167	491	51	1998	63705	34540
BZN	BTM	Bozeman, MT	Butte, MT	11741	36639	531	65	2000	68369	34520
EKO	BTM	Elko, NV	Butte, MT	761	862	7	391	2001	46622	33717
JAC	BTM	Jackson, WY	Butte, MT	59	124	1	184	2001	24997	33717
SEA	BTM	Seattle, WA	Butte, MT	9868	17031	241	477	2002	6243790	33351
BIL	BTM	Billings, MT	Butte, MT	61	122	1	191	2002	141428	33351
SLC	BTM	Salt Lake City, UT	Butte, MT	28963	64370	1297	357	2003	1016377	33052
BZN	BTM	Bozeman, MT	Butte, MT	18351	49010	701	65	2003	74723	33052
SLC	BTM	Salt Lake City, UT	Butte, MT	26775	38750	775	357	2006	1072748	32646
GTF	BTM	Great Falls, MT	Butte, MT	40	50	1	119	2009	82178	32949
SLC	BTM	Salt Lake City, UT	Butte, MT	22090	33650	673	357	2009	1130293	32949
CEC	CIC	Crescent City, CA	Chico, CA	0	0	29	185	2002	27485	209319
SMF	CIC	Sacramento, CA	Chico, CA	0	30	257	77	2003	1967052	211584
SJC	CIC	San Jose, CA	Chico, CA	0	0	1	168	2003	1723138	211584
CEC	CIC	Crescent City, CA	Chico, CA	0	0	181	185	2004	28085	213173
RDD	CIC	Redding, CA	Chico, CA	0	0	2	54	2007	179334	217741
JFK	DOV	New York, NY	Dover, DE	0	0	3	138	2001	36980058	128821
CLT	DOV	Charlotte, NC	Dover, DE	83	122	1	405	2002	1406699	131301
BWI	DOV	Baltimore, MD	Dover, DE	0	0	2	65	2003	2621815	134222
AUS	DOV	Austin, TX	Dover, DE	0	0	1	1402	2004	1418999	138382
NKX	DOV	San Diego, CA	Dover, DE	0	0	1	2354	2005	2941770	143294
EFD	DOV	Houston, TX	Dover, DE	0	56	1	1299	2005	5299567	143294
ORD	DOV	Chicago, IL	Dover, DE	0	0	20	683	2006	18797710	148041
LUF	DOV	Phoenix, AZ	Dover, DE	0	120	1	2081	2006	4046571	148041
LAX	DOV	Los Angeles, CA	Dover, DE	0	0	1	2394	2008	25536790	155492
CLT	DOV	Charlotte, NC	Dover, DE	99	162	1	405	2008	1706469	155492
ELP	DOV	El Paso, TX	Dover, DE	0	0	1	1805	2009	751296	157741
BNA	FAR	Nashville, TN	Fargo, ND	59	78	1	910	1990	1052116	153686
EKO	FAR	Elko, NV	Fargo, ND	201	238	2	1033	1992	38698	157539
GTF	FAR	Great Falls, MT	Fargo, ND	72	100	1	685	1993	80172	159564
SUX	FAR	Sioux City, IA	Fargo, ND	18	108	1	312	1993	135219	159564
ABQ	FAR	Albuquerque, NM	Fargo, ND	73	143	1	964	1994	656887	161744
ORD	FAR	Chicago, IL	Fargo, ND	1777	5717	56	557	1994	17018756	161744
BIL	FAR	Billings, MT	Fargo, ND	98	100	1	565	1994	131582	161744
PHX	FAR	Phoenix, AZ	Fargo, ND	142	150	1	1225	1995	2661324	163601
DCA	FAR	Washington, DC	Fargo, ND	88	150	1	1143	1995	8757652	163601
HNL	FAR	Honolulu, HI	Fargo, ND	303	370	1	3807	1996	871609	164921
TPA	FAR	Tampa, FL	Fargo, ND	278	339	2	1519	1997	2225002	166645
EWR	FAR	Newark, NJ	Fargo, ND	51	125	1	1206	1997	17264316	166645
BIS	FAR	Bismarck, ND	Fargo, ND	29	100	1	187	1998	91513	168410
MSY	FAR	New Orleans, LA	Fargo, ND	154	167	1	1219	1998	1285396	168410
LGA	FAR	New York, NY	Fargo, ND	51	100	1	1217	1998	34683010	168410
BNA	FAR	Nashville, TN	Fargo, ND	149	249	2	910	1999	1247570	170122
MOT	FAR	Minot, ND	Fargo, ND	33	78	1	228	1999	67121	170122
EKO	FAR	Elko, NV	Fargo, ND	103	122	1	1033	2000	46863	174791
ANC	FAR	Anchorage, AK	Fargo, ND	778	1036	5	2297	2001	325839	176297
MSP	FAR	Minneapolis, MN	Fargo, ND	159354	256820	2679	223	2001	3024111	176297
GFK	FAR	Grand Forks, ND	Fargo, ND	70	376	7	74	2001	96436	176297
DFW	FAR	Dallas, TX	Fargo, ND	61	78	1	967	2001	10709246	176297
MDW	FAR	Chicago, IL	Fargo, ND	141	173	1	571	2001	18385002	176297
MEM	FAR	Memphis, TN	Fargo, ND	172	180	1	893	2002	1226669	177537
SFO	FAR	San Francisco, CA	Fargo, ND	120	148	1	1450	2002	8331356	177537
EKO	FAR	Elko, NV	Fargo, ND	310	366	3	1033	2002	45640	177537
MSO	FAR	Missoula, MT	Fargo, ND	102	116	1	816	2003	99832	179461
BWI	FAR	Baltimore, MD	Fargo, ND	98	100	1	1147	2004	2638066	183730
FAR	FAR	Fargo, ND	Fargo, ND	0	0	1	0	2005	185854	185854
YIP	FAR	Detroit, MI	Fargo, ND	0	0	1	730	2005	8988796	185854
CDC	FAR	Cedar City, UT	Fargo, ND	117	148	1	1045	2005	39298	185854
ILN	FAR	Wilmington, OH	Fargo, ND	0	0	207	829	2005	42063	185854
PHL	FAR	Philadelphia, PA	Fargo, ND	79	100	1	1185	2005	11701242	185854
CLT	FAR	Charlotte, NC	Fargo, ND	0	0	1	1153	2006	1583869	189263
FSD	FAR	Sioux Falls, SD	Fargo, ND	0	0	1	230	2006	222072	189263
GFK	FAR	Grand Forks, ND	Fargo, ND	92	150	3	74	2007	96789	192358
IAD	FAR	Washington, DC	Fargo, ND	1174	1306	5	1121	2007	10626066	192358
SMF	FAR	Sacramento, CA	Fargo, ND	101	132	1	1373	2007	2075119	192358
BMI	FAR	Bloomington, IL	Fargo, ND	115	124	1	594	2007	163983	192358
LRD	FAR	Laredo, TX	Fargo, ND	0	0	1	1341	2007	230848	192358
CRW	FAR	Charleston, WV	Fargo, ND	0	50	1	972	2007	303401	192358
CDC	FAR	Cedar City, UT	Fargo, ND	108	132	1	1045	2007	43283	192358
GLH	FAR	Greenville, MS	Fargo, ND	97	124	1	976	2007	55482	192358
YIP	FAR	Detroit, MI	Fargo, ND	0	0	2	730	2007	8913164	192358
IAH	FAR	Houston, TX	Fargo, ND	114	124	1	1171	2007	5597674	192358
SLC	FAR	Salt Lake City, UT	Fargo, ND	2677	4798	94	865	2008	1111600	195948
FCA	FAR	Kalispell, MT	Fargo, ND	31	76	1	818	2008	89104	195948
BWI	FAR	Baltimore, MD	Fargo, ND	72	76	1	1147	2008	2677712	195948
IAD	FAR	Washington, DC	Fargo, ND	148	148	1	1121	2008	10755872	195948
FSD	FAR	Sioux Falls, SD	Fargo, ND	56	100	2	230	2008	233503	195948
LAR	FAR	Laramie, WY	Fargo, ND	115	124	1	586	2008	33099	195948
BDL	FAR	Hartford, CT	Fargo, ND	106	124	1	1237	2008	1191170	195948
BIS	FAR	Bismarck, ND	Fargo, ND	110	200	2	187	2009	106286	200102
PHX	FAR	Phoenix, AZ	Fargo, ND	75	183	1	1225	2009	4364094	200102
LBB	FAR	Lubbock, TX	Fargo, ND	0	50	1	951	2009	276659	200102
IAH	FAR	Houston, TX	Fargo, ND	114	124	1	1171	2009	5867489	200102
BFL	FAR	Bakersfield, CA	Fargo, ND	0	50	1	1397	2009	807407	200102
DSM	FAR	Des Moines, IA	Fargo, ND	108	124	2	403	2009	562906	200102
MKE	FAR	Milwaukee, WI	Fargo, ND	65	76	1	516	2009	1559667	200102
LEX	FAR	Lexington, KY	Fargo, ND	0	50	1	873	2009	470849	200102
YIP	FAR	Detroit, MI	Fargo, ND	0	0	1	730	2009	8806874	200102
ORD	FNT	Chicago, IL	Flint, MI	25782	39034	959	223	1993	16876600	431755
DTW	FNT	Detroit, MI	Flint, MI	95	103	1	56	1994	8761684	432133
DTW	FNT	Detroit, MI	Flint, MI	94529	148981	2099	56	1997	8934802	435312
YIP	FNT	Detroit, MI	Flint, MI	0	0	4	51	1998	8944948	435691
